"TID","EN","FR","DE","ES","IT","NL","NO","PT","TR","JP","CN","KR","RU","AR","CNT"
"TID_ATTACK_FAIL_NO_MATCHES","Unable to find villages to attack!","Impossible de trouver des villages à attaquer.","Es konnten keine angreifbaren Dörfer gefunden werden!","No se han encontrado aldeas que atacar.","Non è stato possibile trovare dei villaggi da attaccare!","Er kunnen geen dorpen worden gevonden om aan te vallen!","Finner ikke landsbyer å angripe!","Não foi possível encontrar vilas para atacar!","Saldırılacak köy bulunamıyor!","攻撃できる村がみつかりませんでした。","无法找到可攻击的玩家！","공격할 마을을 찾을 수 없습니다!","Невозможно найти деревни для нападения!","لا يمكن العثور على قرى لمهاجمتها!","無法找到要攻擊的村莊！"
"TID_ATTACK_FAIL_ALREADY_UNDER_ATTACK","Can't attack! Village is already under attack.","Attaque impossible. Ce village subit déjà une attaque !","Angriff nicht möglich! Dorf wird bereits angegriffen.","No se puede atacar, la aldea ya está siendo atacada.","Impossibile attaccare: il villaggio è già sotto attacco.","Je kunt niet aanvallen! Het dorp wordt al aangevallen.","Kan ikke angripe! Landsbyen blir allerede angrepet.","Impossível atacar: a vila já está sob ataque.","Saldırılamaz! Köy zaten saldırıya uğradı.","攻撃できません！　この村はすでに攻撃されているところです。","不能攻击！这个村庄正在被攻击。","공격할 수 없습니다! 이미 공격받고 있는 마을입니다.","Напасть нельзя! Деревня уже атакована.","لا يمكن الهجوم! القرية تحت الهجوم الاّن.","無法攻擊！這個村莊已經成為被攻擊的目標。"
"TID_ATTACK_FAIL_TARGET_ONLINE","Can't attack! Village owner is online.","Attaque impossible. Le propriétaire de ce village est en ligne.","Angriff nicht möglich! Dorfbesitzer ist online.","No puedes atacar, el jefe de la aldea está conectado.","Impossibile attaccare: il proprietario del villaggio è online.","Je kunt niet aanvallen! De eigenaar van het dorp is online.","Kan ikke angripe! Landsbyeieren er tilkoblet.","Impossível atacar: o proprietário da vila está online.","Saldırılamaz! Köyün sahibi çevrimiçi.","攻撃できません！　村の持ち主がオンラインです。","首领在家，无法攻击！","공격할 수 없습니다! 마을 주인이 접속 중입니다.","Напасть нельзя! Хозяин деревни в сети.","لا يمكن الهجوم! مالك القرية متصل.","無法攻擊！村莊主人在線。"
"TID_ATTACK_FAIL_SAME_ALLIANCE","Can't attack your own clan members!","Attaque impossible. Vous ne pouvez pas attaquer un membre de votre clan !","Angriff auf Mitglieder des eigenen Clans nicht möglich!","No puedes atacar a miembros de tu clan.","Non puoi attaccare i membri del tuo stesso clan.","Je kunt geen leden van je eigen clan aanvallen!","Du kan ikke angripe dine egne klanmedlemmer!","Você não pode atacar os membros de seu clã!","Kendi klan üyelerine saldıramazsın!","同じクランの仲間は攻撃できません！","无法攻击同一部落的玩家！","클랜 동료는 공격할 수 없습니다!","Нельзя нападать на своих соклановцев!","لا يمكنك الهجوم على أعضاء قبيلتك!","無法攻擊同一部落成員！"
"TID_ATTACK_FAIL_SHIELD","Can't attack! Village has active Shield","Impossible d'attaquer. Le bouclier de ce village est activé.","Angriff nicht möglich! Dorf verfügt über aktiven Schild.","No puedes atacar, la aldea tiene un escudo activo.","Impossibile attaccare! Il villaggio ha uno scudo attivo.","Je kunt niet aanvallen! Het dorp heeft een actief schild.","Kan ikke angripe! Landsbyen har et aktivt skjold","Impossível atacar: a vila tem um escudo ativo.","Saldırılamaz! Köyün etkin Kalkanı var","攻撃できません！この村はシールドが有効になっています。","玩家开启了护盾！不能攻击！","공격할 수 없습니다! 보호막이 적용된 마을입니다.","Напасть нельзя! Деревня укрыта щитом.","لا يمكن الهجوم! القرية لديها درع نشط","無法攻擊！村莊目前已啟動護盾"
"TID_ATTACK_FAIL_LEVEL_DIFFERENCE","Can't attack! Level difference is more than <level>","Attaque impossible. La différence de niveaux est supérieure à <level>.","Angriff nicht möglich! Levelunterschied größer als <level>.","No puedes atacar, la diferencia de nivel es superior a <level>.","Impossibile attaccare: la differenza di livello è maggiore di <level>.","Je kunt niet aanvallen! Het levelverschil is meer dan <level>","Kan ikke angripe! Nivåforskjellen er større enn <level>","Impossível atacar: a diferença de nível é maior que <level>","Saldırılamaz! Seviye farkı <level> seviyeden fazla","レベル差が<level>より大きいため、攻撃できません。","不能攻击！等级相差超过<level>级","레벨이 <level> 이상 차이 나는 마을은 공격할 수 없습니다!","Напасть нельзя! Разница уровней больше, чем <level>","لا يمكن الهجوم! فارق المستوى أكثر من <level>","無法攻擊！等級差異超過 <level> 個等級"
"TID_ATTACK_FAIL_NEWBIE_PROTECTED","Can't attack this village because its Town Hall is below level <number>.","Attaque impossible. L'hôtel de ville de ce village est de niveau inférieur à <number>.","Angriff auf dieses Dorf nicht möglich. Rathaus-Level niedriger als <number>.","No puedes atacar esta aldea, su ayuntamiento es de nivel inferior a <number>.","Impossibile attaccare questo villaggio: il livello del municipio è inferiore a <number>.","Je kunt dit dorp niet aanvallen omdat het level van het stadhuis lager is dan <number>.","Kan ikke angripe denne landsbyen siden landsbyens rådhus ikke er på nivå <number>.","Impossível atacar a vila: o Centro da Vila está abaixo do nível <number>.","Belediye Binası <number>. seviyenin altında olduğundan bu köye saldırılamaz.","この村のタウンホールはレベルが<number>未満なので、攻撃できません！","无法攻击此村庄，因为大本营的等级低于<number>。","마을 회관이 레벨 <number>에 도달하지 못한 마을은 공격할 수 없습니다.","На деревню нельзя напасть, так как уровень Ратуши меньше <number>.","لا يمكن الهجوم على هذه القرية لأن مستوى قاعة مدينتها أقل من المستوى <number>.","無法攻擊這座村莊，因為它的大本營等級低於 <number>。"
"TID_DEFAULT_VILLAGE_NAME","<name>'s Village","Village de <name>","Dorf von <name>","Aldea de <name>","Villaggio di <name>","Dorp van <name>","<name> sin landsby","Vila de <name>","<name> Köyü","<name>の村","<name>的村庄","<name>님의 마을","Деревня <name>","قرية <name>","<name>的村莊"
"TID_BATTLE_LOG_TITLE","You've been attacked!","Vous avez été attaqué !","Du wurdest angegriffen!","¡Te han atacado!","Sei sotto attacco!","Je werd aangevallen!","Du er blitt angrepet!","Você foi atacado!","Saldırıya uğradın!","攻撃されました！","您遭到了攻击！","적이 마을을 공격했습니다!","На вас напали!","لقد تعرضت للهجوم!","你已經受到攻擊了！"
"TID_BATTLE_LOG_ITEM","<name> attacked you <time> ago.","<name> vous a attaqué il y a <time>.","<name> hat dich vor <time> angegriffen.","<name> te ha atacado hace <time>.","<name> ti ha attaccato <time> fa.","<name> heeft je <time> geleden aangevallen.","<name> angrep deg for <time> siden.","<name> atacou você <time> atrás.","<name> sana <time> önce saldırdı.","<time>前に<name>に攻撃されました。","<name>在<time>之前攻击了您。","<name>님이 <time> 전에 마을을 공격했습니다.","Игрок <name> напал на вас <time> назад.","هاجمك <name> منذ <time>.","<name>在<time>前向你發動攻擊。"
"TID_NO_TROOPS","You need to train some troops first.","Vous devez d'abord former des troupes.","Du musst zuerst ein paar Truppen ausbilden.","¡Entrena primero a las tropas!","Devi prima addestrare delle truppe.","Je moet eerst wat troepen trainen.","Du må trene noen soldater først.","Treine algumas tropas primeiro.","Önce biraz birlik eğitmen gerekiyor.","まずはユニットを訓練してください。","您需要先训练一些军队。","먼저 유닛을 훈련해야 합니다.","Сначала нужно тренировать войска.","يجب تدريب بعض القوات أولاً!","您需要先訓練一些部隊。"
"TID_NO_SPELLS","You need to brew some spells first.","Vous devez d'abord concocter des sorts.","Du musst erst ein paar Zauber brauen.","Primero debes elaborar varios hechizos.","Prima devi preparare degli incantesimi.","Je moet eerst wat spreuken brouwen.","Du må brygge noen formler først.","Você precisa preparar alguns feitiços primeiro.","Önce birkaç büyü üretmen gerekiyor.","先に呪文を生成してください！","您首先需要配制一些法术。","먼저 마법을 만들어야 합니다!","Сначала нужно приготовить заклинания.","ستحتاج إلى صناعة بعض العناصر السحرية أولاً.","你需要先製作一些法術。"
"TID_ERROR_POP_UP_BANNED_TITLE","You have been banned!","Vous avez été banni !","Du wurdest verbannt!","Se te ha vetado.","Sei stato bandito!","Je bent verbannen!","Du er blitt utestengt!","Você foi banido!","Yasaklandın!","アカウント停止","您的账号被封了！","계정 정지!","Вас заблокировали!","تم حظرك!","您的帳號已被禁止!"
"TID_ERROR_POP_UP_BANNED","You have been banned temporarily","Vous avez été banni temporairement !","Du wurdest vorübergehend verbannt.","Se te ha vetado temporalmente.","Sei stato bandito temporaneamente","Je bent tijdelijk verbannen","Du er blitt midlertidig utestengt","Você foi banido temporariamente","Geçici olarak yasaklandın","一時的に禁止されました！","您的账号暂时被禁了！","일시적으로 로그인할 수 없습니다.","Вас временно заблокировали","تم حظرك مؤقتًا","您的帳號暫時被禁止。"
"TID_ERROR_POP_UP_BANNED_BUTTON","Okay","OK","Okay","Vale","OK","Oké","OK","Ok","Tamam","OK","确定","확인","Окей","حسنًا","確定"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Connection error","Erreur de connexion","Verbindungsfehler","Error de conexión","Errore di connessione","Verbindingsfout","Tilkoblingsfeil","Erro de conexão","Bağlantı hatası","接続エラー","连接错误","접속 오류","Ошибка связи","خطأ أثناء الاتصال","連線錯誤"
"TID_ERROR_POP_UP_CONNECTION_FAILED","Unable to connect with the server. Check your internet connection and try again.","Connexion au serveur impossible. Veuillez vérifier votre connexion Internet et réessayer.","Verbindung zum Server nicht möglich. Überprüfe deine Internetverbindung und versuche es erneut.","No se ha podido conectar con el servidor. Comprueba tu conexión a Internet y vuelve a intentarlo.","Impossibile connettersi al server. Verifica la connessione a Internet e riprova.","Geen verbinding met de server. Controleer je internetverbinding en probeer het opnieuw.","Får ikke kontakt med serveren. Sjekk Internett-forbindelsen og prøv igjen.","Não foi possível conectar ao servidor. Verifique sua conexão com a Internet e tente novamente.","Sunucuya bağlanılamıyor. İnternet bağlantını kontrol et ve tekrar dene.","サーバーに接続できません。\nインターネット接続を確認して\nもう一度お試しください。","无法连接至服务器。请检查您的网络连接后再次连接。","서버에 연결할 수 없습니다. 인터넷 연결 상태를 확인하고 다시 시도해주세요.","Невозможно подключиться к серверу. Проверьте подключение к интернету и попробуйте снова.","لا يمكنك الاتصال بالخادم. تحقق من اتصالك بالإنترنت ثم حاول مرة أخرى.","無法連接到伺服器。請檢查網際網路連線，然後再試一次。"
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Try again","Réessayer","Erneut versuchen","Reintentar","Riprova","Probeer het opnieuw","Prøv igjen","Tentar novamente","Tekrar dene","もう一度試す","请重试","다시 시도","Попробуйте снова","حاول ثانيةً","再試一次"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Connection lost","Connexion perdue","Verbindung verloren","Conexión perdida","Connessione persa","Verbinding verbroken","Forbindelse brutt","Conexão perdida","Bağlantı koptu","接続が切断されました","连接中断","연결 실패","Связь потеряна","انقطع الاتصال","連線已中斷"
"TID_ERROR_POP_UP_CONNECTION_LOST","You have lost connection with the server. Check your internet connection and try again.","Connexion au serveur perdue. Veuillez vérifier votre connexion Internet et réessayer.","Du hast die Verbindung zum Server verloren. Überprüfe deine Internetverbindung und versuche es erneut.","Se ha perdido la conexión con el servidor. Comprueba tu conexión a Internet y vuelve a intentarlo.","Connessione al server persa. Verifica la connessione a Internet e riprova.","De verbinding met de server is verbroken. Controleer je internetverbinding en probeer het opnieuw.","Forbindelsen med serveren er brutt. Sjekk Internett-forbindelsen og prøv igjen.","Conexão perdida com o servidor. Verifique sua conexão com a Internet e tente novamente.","Sunucu bağlantın koptu. İnternet bağlantını kontrol et ve tekrar dene.","サーバーとの接続が\n切断されました。\nインターネット接続を確認して\nもう一度お試しください。","与服务器失去连接，请查看您的网络连接后再次尝试。","서버와의 연결이 끊어졌습니다. 인터넷 연결 상태를 확인하고 다시 시도해주세요.","Соединение с сервером потеряно. Проверьте подключение к интернету и попробуйте снова.","لقد فقدت الاتصال مع الخادم. من فضلك افحص اتصالك بالإنترنت وحاول ثانيةً.","與伺服器失去連接。請檢查網際網路連線，然後再試一次。"
